;tid;sent;pol
3416;1461098995892187136;neutral;believe
3417;871336265341440000;positive;believe
3418;1442215829345427459;negative;believe
3419;1118803716210089984;positive;believe
3420;1030274576645861377;positive;believe
3421;1035918461808074753;negative;believe
3422;1425922996745682947;neutral;believe
3423;1429972752878903305;negative;believe
3424;1425252072111284224;neutral;believe
3425;1429111746766196738;negative;believe
3426;1442476136747855891;positive;believe
3427;1068574066368368640;neutral;believe
3428;1455338716747206659;negative;deny
3429;1460429811449434112;neutral;believe
3430;984723842978459648;positive;believe
3431;1031641523274825731;negative;believe
3432;1459556712998862850;negative;deny
3433;1454448527212367872;neutral;believe
3434;1429742535644258311;negative;believe
3435;1427755573504737289;neutral;believe
3436;1422990686631170049;neutral;believe
3437;1426156734511472640;negative;believe
3438;1451386797557264395;negative;believe
3439;1119503079311699968;neutral;believe
3440;1444680714490941440;positive;believe
3441;1068397637567684609;neutral;believe
3442;984013633670864898;positive;believe
3443;940094321616760832;positive;believe
3444;955348979465691137;positive;believe
3445;1438120858434748419;positive;believe
3446;1450126978506543106;positive;believe
3447;265294641849573376;positive;believe
3448;946620826383724544;positive;believe
3449;1029991775618789376;neutral;believe
3450;986556849011994624;negative;believe
3451;982126788619808768;positive;believe
3452;954313515355004929;negative;believe
3453;1430598976546484224;negative;deny
3454;1460866478945619968;negative;believe
3455;1469554979975401472;negative;deny
3456;1455110683578621958;neutral;believe
3457;823617611585961984;negative;believe
3458;1030707016824774656;neutral;believe
3459;981168009988288512;positive;believe
3460;1442929311862845442;negative;deny
3461;1444056771623104516;negative;deny
3462;1068210919241646088;negative;believe
3463;1029126528532180992;positive;believe
3464;1425688447948230656;positive;believe
3465;1457616250310303746;negative;deny
3466;1424304946195750913;neutral;believe
3467;990304986243436544;neutral;believe
3468;988574794286329856;negative;believe
3469;870481085565620224;positive;believe
3470;1432588435135606784;positive;believe
3471;937582862160691200;positive;believe
3472;1454893068914761731;negative;deny
3473;1441505727407927300;neutral;believe
3474;1422302522941706253;positive;believe
3475;984469374839947264;negative;believe
3476;1455589872677187588;negative;deny
3477;1451354949447684097;positive;deny
3478;1458292236806807556;negative;deny
3479;1032972697817382914;positive;believe
3480;1452465852402466820;negative;believe
3481;1425421639831916551;negative;deny
3482;988838607996760064;positive;believe
3483;1455209062832947205;negative;believe
3484;982123296849199104;positive;believe
3485;1433135063789604866;neutral;believe
3486;562663455510261760;negative;deny
3487;1068340166648102912;negative;believe
3488;1491792958101680132;negative;deny
3489;983688347842433025;positive;believe
3490;872850961407950848;neutral;believe
3491;953469128513384448;positive;believe
3492;987698694408495104;neutral;believe
3493;1440915452515864582;positive;deny
3494;907686595469312000;negative;believe
3495;1424975338438864901;negative;believe
3496;1427799350961344513;neutral;believe
3497;951071187681071104;neutral;believe
3498;860604305925173248;negative;believe
3499;986251381907623936;positive;believe
3500;1451067399436967936;positive;believe
3501;1454483452158427141;neutral;believe
3502;1455300793393991689;negative;deny
3503;1067570588783337472;neutral;believe
3504;1424676735463956482;negative;deny
3505;951132048214732800;negative;believe
3506;824443365144096768;positive;believe
3507;989569880063066112;negative;believe
3508;1439192434525802500;negative;believe
3509;952160263343517697;positive;believe
3510;1442487309174075400;neutral;believe
3511;1452011145196306434;neutral;believe
3512;1438963756155998210;negative;believe
3513;1453778853902491651;positive;believe
3514;952441911935057921;positive;believe
3515;1424486177961299971;neutral;believe
3516;985866727190867968;negative;believe
3517;1479931750776283145;negative;deny
3518;1435612285515542530;negative;deny
3519;1421407472141553666;neutral;believe
3520;1446857811158306817;negative;believe
3521;1455910828386013188;negative;deny
3522;534115410636197888;negative;deny
3523;1429050138941698054;neutral;believe
3524;1030318146169724928;neutral;believe
3525;1420786517434376197;neutral;believe
3526;1447306148332380162;negative;believe
3527;1452252544168824841;negative;believe
3528;1433438739930492930;negative;believe
3529;973242227529891840;neutral;believe
3530;1118587286181044224;negative;believe
3531;1437300982510243844;negative;deny
3532;1067940609933996033;negative;deny
3533;1467984984967364612;negative;deny
3534;1423616851641356289;positive;believe
3535;1453318352366100486;negative;believe
3536;1033045166108680192;positive;believe
3537;1437086639881433093;positive;believe
3538;1456748450716999682;neutral;believe
3539;1069623556584030208;negative;believe
3540;1425158009370693637;positive;believe
3541;951596316366376960;neutral;believe
3542;1428682147280343049;negative;believe
3543;795058905009295360;positive;believe
3544;1119341753226555392;positive;believe
3545;1456750813603377165;positive;believe
3546;851223204890685440;positive;believe
3547;1432522791702593545;neutral;believe
3548;1472459649693609984;neutral;deny
3549;1456664433124691971;positive;deny
3550;1452401700464119808;negative;deny
3551;984764961988759552;positive;believe
3552;1029435898486644736;positive;believe
3553;773521824005120000;positive;believe
3554;874309085751115776;negative;believe
3555;1031592916093939713;neutral;believe
3556;988306877254721536;positive;believe
3557;871620559653797888;positive;believe
3558;951297629287305222;positive;believe
3559;1456747884905390080;positive;believe
3560;1035423238149603328;neutral;believe
3561;1451357888581193738;neutral;believe
3562;1458513404751187968;negative;believe
3563;917889964259516416;positive;believe
3564;1069622804415303680;positive;believe
3565;1450053551875629061;negative;deny
3566;1430261981500608512;neutral;believe
3567;906886144725540864;neutral;believe
3568;1456297905900244997;neutral;believe
3569;983077125195431937;negative;believe
3570;1459584508664160262;positive;believe
3571;1483949130049273860;negative;deny
3572;1445377448598716420;positive;deny
3573;1458391628922691589;positive;believe
3574;1457868120648044551;positive;believe
3575;1445798506430550028;negative;deny
3576;1478797111315550212;negative;deny
3577;1434607627971989514;negative;deny
3578;909529447409139712;negative;believe
3579;1455296572477034497;negative;deny
3580;961359960813776896;positive;believe
3581;1442747205203292165;neutral;believe
3582;1460691003795390464;negative;believe
3583;986862834238685185;neutral;believe
3584;1447176700417150976;positive;deny
3585;1455229052495794177;negative;deny
3586;1031691981670572032;neutral;believe
3587;829336151668490240;positive;believe
3588;1424602481556787203;negative;believe
3589;855846697225814016;positive;believe
3590;914389010298044416;positive;believe
3591;954671629686198273;positive;believe
3592;1457050646587260934;neutral;believe
3593;877908423425220608;positive;deny
3594;1432613626192412673;neutral;believe
3595;1421194675755565061;negative;believe
3596;1456981915802771460;negative;believe
3597;984619273552195585;positive;believe
3598;1445817933129609220;positive;believe
3599;1450238980767760385;neutral;deny
3600;1029580242631815168;positive;believe
3601;954566470662533120;positive;believe
3602;1440778581706035205;neutral;believe
3603;1069572612400050177;negative;deny
3604;1430004813555773444;neutral;deny
3605;928263214038732800;negative;believe
3606;981715296560939008;positive;believe
3607;954240705773350913;negative;believe
3608;1034448145403527169;neutral;believe
3609;988325891469119488;neutral;believe
3610;1435526385750192133;neutral;deny
3611;935767423277510656;positive;believe
3612;1427602646861557762;positive;believe
3613;1439202128011137028;negative;believe
3614;1067892234899591168;neutral;believe
3615;1433241882512052227;neutral;believe
3616;1450408133373808641;positive;believe
3617;1067621380844331009;negative;believe
3618;984270659734749189;positive;believe
3619;1424763559142101000;neutral;believe
3620;1430075157817659402;negative;believe
3621;1456375648918937617;positive;believe
3622;1470463113443094539;neutral;deny
3623;1425986531437711368;negative;believe
3624;1118624597446987776;positive;believe
3625;1033000199420104711;positive;believe
3626;1423706896779857923;negative;believe
3627;921628803197149184;positive;believe
3628;1458779427840704524;negative;deny
3629;1429885283764482052;negative;deny
3630;1443859902066163716;positive;believe
3631;824243023810797568;negative;believe
3632;969090413314428928;negative;believe
3633;1067504735253602304;negative;believe
3634;1461833384871833601;negative;deny
3635;1029649768304136192;negative;believe
3636;940469866057809920;negative;believe
3637;1453226972331524106;positive;believe
3638;1457005581160656910;positive;believe
3639;828413038160142336;negative;believe
3640;1426862303618555905;negative;believe
3641;1459282443223986179;negative;believe
3642;1432031231227711488;negative;believe
3643;1431363641597702146;neutral;believe
3644;1435176025558761475;neutral;deny
3645;988120436104933376;positive;believe
3646;1450054623151144961;positive;deny
3647;1426054259456479235;positive;believe
3648;1491832065578446856;negative;deny
3649;1454081719435399175;positive;believe
3650;1119118020155072515;positive;believe
3651;1429970991795511309;negative;believe
3652;1069751885530316800;neutral;believe
3653;1432279819677360131;negative;deny
3654;1425383864311156736;neutral;deny
3655;946763399739924480;positive;believe
3656;1033541244822085633;neutral;believe
3657;1454748549703421952;negative;deny
3658;989693427666358277;neutral;believe
3659;612122909205745664;negative;believe
3660;1446787277192142855;neutral;believe
3661;1453000125261955090;negative;believe
3662;640339896188698624;positive;believe
3663;1456750090828275725;positive;believe
3664;955215229717065728;negative;believe
3665;744972604591775744;positive;believe
3666;981969271419961344;positive;believe
3667;1460228754756837377;neutral;believe
3668;1453798300310654976;positive;believe
3669;951629936632086528;positive;believe
3670;627112814960881664;neutral;believe
3671;1445222036108836866;negative;believe
3672;1442770183366512646;negative;believe
3673;1031619441480613889;positive;believe
3674;988121872884748288;negative;believe
3675;1420788750028873734;neutral;believe
3676;954088074488655872;neutral;believe
3677;954189247161839616;positive;believe
3678;911351939740438528;positive;believe
3679;1452805448378241026;negative;deny
3680;825009852011343872;positive;believe
3681;800806256956968960;positive;believe
3682;1118638839692779521;positive;believe
3683;1439841384412979201;positive;believe
3684;1118774290999017478;positive;believe
3685;831503866764152832;positive;believe
3686;1455514448945422344;neutral;deny
3687;1440289584336674827;neutral;believe
3688;1120016202334703616;negative;believe
3689;1442842562453200901;positive;believe
3690;941038798716141568;negative;believe
3691;1489071482097610754;negative;deny
3692;990773333502431232;neutral;believe
3693;1069807887239794689;positive;believe
3694;1425867273718231040;positive;believe
3695;989715519442862080;positive;believe
3696;1034521385471594496;positive;believe
3697;680658262350381056;negative;believe
3698;1438121490432634882;neutral;believe
3699;1031939828844298240;positive;believe
3700;955320258297937920;positive;believe
3701;919733313283137536;positive;believe
3702;1437186047507587072;positive;believe
3703;1068449496365977601;negative;believe
3704;824747759144157184;neutral;believe
3705;1460547731391451150;negative;deny
3706;1458129556506923010;negative;believe
3707;1462048928317202436;negative;deny
3708;1457726861430034441;negative;deny
3709;1434595888547176457;neutral;believe
3710;1457045889831350285;negative;believe
3711;1452766604522139650;negative;deny
3712;1495382977307676672;negative;deny
3713;709355702637207552;positive;believe
3714;1031695970898046977;positive;believe
3715;1118953931529342977;negative;believe
3716;1454130343389376512;negative;believe
3717;1452234117484105739;neutral;deny
3718;870801705843044352;neutral;believe
3719;1029439347609821184;negative;believe
3720;1444417872801980417;negative;believe
3721;1420941685631066117;negative;believe
3722;1439779674087821317;neutral;believe
3723;918014026403102720;positive;believe
3724;1499169932340256770;negative;deny
3725;940247481358708736;positive;believe
3726;1067889284978401280;negative;believe
3727;946597989660835840;positive;believe
3728;1439291842265325569;negative;believe
3729;1069456444641169408;negative;believe
3730;89027787129757696;negative;deny
3731;1421090680139657218;neutral;believe
3732;1434746958644752387;neutral;believe
3733;1456708990881001473;negative;deny
3734;1445036530494496774;positive;believe
3735;1068645214863056896;negative;believe
3736;1426658800740839424;neutral;deny
3737;1455845742707359747;positive;believe
3738;1069077272294899713;negative;believe
3739;1424294201563533314;negative;believe
3740;1456983770733633540;negative;believe
3741;1457427492113952768;positive;deny
3742;984141879733293056;negative;believe
3743;1442182057786896392;negative;believe
3744;1460316479832788996;negative;deny
3745;1460050919567990788;negative;believe
3746;1447319064494231552;positive;believe
3747;986794164334493698;negative;believe
3748;1441428012696801280;neutral;believe
3749;1460781362319740930;positive;believe
3750;1460433717231501318;negative;deny
3751;1432079985293004809;positive;believe
3752;988578111381032961;neutral;believe
3753;1470223032216002561;positive;deny
3754;983769764253151243;positive;believe
3755;1442332315049349127;neutral;believe
3756;1068122025766588418;positive;believe
3757;944776102156804096;negative;believe
3758;1118557707609395200;negative;believe
3759;952348525081239553;positive;believe
3760;1455308960047763457;negative;deny
3761;1433384425136529414;negative;deny
3762;989280737319792640;neutral;believe
3763;1119124396658921474;negative;believe
3764;1457908300855451650;positive;believe
3765;1435904627535331329;positive;believe
3766;1456897002323599360;neutral;believe
3767;1456346396420935681;neutral;believe
3768;1030234510380621824;neutral;believe
3769;1459401963527884803;positive;believe
3770;1069693128574144512;positive;believe
3771;1432193962425597954;neutral;believe
3772;1032342349664460800;positive;believe
3773;973285028116312064;neutral;believe
3774;1445477300091248648;positive;believe
3775;1479846653590835205;negative;deny
3776;1455908538744778752;negative;believe
3777;1441418671923081217;negative;believe
3778;1452095296045867011;positive;believe
3779;1456659537679638529;positive;believe
3780;1455255048452284421;neutral;deny
3781;1438890552238428160;neutral;believe
3782;1421546758702731272;neutral;believe
3783;1120113768510287872;positive;believe
3784;907281684093181952;neutral;believe
3785;990293733202538497;negative;believe
3786;1461305820218642439;neutral;believe
3787;1420808683743850499;neutral;deny
3788;1443118994085462018;neutral;believe
3789;990586870747758592;negative;believe
3790;1425647055842811905;negative;believe
3791;1458356353622216706;neutral;believe
3792;1068945221491269632;neutral;believe
3793;1469356818723975177;neutral;deny
3794;830164872042254336;positive;believe
3795;1432779497191915520;negative;deny
3796;1434198224072593412;negative;believe
3797;1459584187325767681;neutral;believe
3798;1432037024714956806;negative;believe
3799;1428555396512423937;neutral;deny
3800;1068978775277203456;positive;believe
3801;981703307331747840;negative;believe
3802;1500694782498295809;negative;deny
3803;1459119243941883904;negative;deny
3804;896059415211556864;negative;believe
3805;1428636395447279616;neutral;believe
3806;954483814675484672;negative;believe
3807;1455350282376843271;neutral;believe
3808;1425077546354454532;positive;believe
3809;950791484768489472;negative;believe
3810;609193491336417280;negative;believe
3811;1035112736315850753;positive;believe
3812;1470107724692086784;neutral;deny
3813;919017949691826176;negative;believe
3814;1455051525642989573;neutral;deny
3815;1035357260510195712;neutral;believe
3816;1454196599505276932;negative;believe
3817;1460353044516769793;negative;deny
3818;961176703769833472;negative;believe
3819;1029835166045429763;neutral;believe
3820;1429166566940291074;negative;believe
3821;1033269486437257216;neutral;believe
3822;1450221635689123841;negative;believe
3823;1455664352996954119;neutral;deny
3824;1443245018274205702;negative;deny
3825;988789973179486208;positive;believe
3826;1453492618248146946;positive;believe
3827;982956061341597696;negative;believe
3828;1429356563173625856;positive;believe
3829;1470030074275680256;neutral;deny
3830;1067632512598491136;negative;believe
3831;1435141393341681664;negative;believe
3832;1425002807384543232;positive;believe
3833;1453484837243953153;positive;deny
3834;1068535871744458752;negative;believe
3835;951789104156389376;negative;believe
3836;1455520819745021958;negative;believe
3837;1431599578755878917;positive;believe
3838;1442960472098017281;negative;deny
3839;1422086948584361987;negative;believe
3840;1424085341166706692;negative;believe
3841;1458536693250854917;neutral;believe
3842;1430139501871919110;neutral;believe
3843;873999744863019008;neutral;believe
3844;1452659262434553858;neutral;deny
3845;1030820013194833921;positive;believe
3846;1068332822149152769;neutral;believe
3847;1433391335696998405;negative;believe
3848;1029793797868347394;neutral;believe
3849;968536535162347520;negative;believe
3850;1424855867934089217;neutral;believe
3851;1503892367903842306;negative;deny
3852;921262866614829056;positive;believe
3853;1455905391317897227;neutral;believe
3854;1461062294092140546;neutral;believe
3855;988434256899792901;negative;believe
3856;1435347664183365633;negative;deny
3857;1443632177204240385;negative;deny
3858;1443562543348260870;neutral;believe
3859;1435289708909584393;neutral;believe
3860;1119292171235016704;positive;believe
3861;1454396108151611392;neutral;believe
3862;793137614089965568;neutral;believe
3863;1443861975876861954;positive;believe
3864;1452858051254358024;negative;believe
3865;1449771358590750722;negative;deny
3866;1460057467602325510;positive;believe
3867;637035194957058048;positive;believe
3868;1069622704037404672;neutral;believe
3869;1067416558803259392;neutral;believe
3870;1456690068240928768;negative;believe
3871;944247267585818624;positive;believe
3872;982310700147032064;positive;believe
3873;827425122495582208;positive;believe
3874;1425077027221221376;negative;believe
3875;1035550264462323715;neutral;believe
3876;986777429195669504;negative;believe
3877;1447332733907243010;negative;believe
3878;1453153465274826754;positive;believe
3879;1435186579702747136;positive;believe
3880;1425194437416738820;negative;believe
3881;947019094846406656;positive;believe
3882;1456657138500112390;neutral;believe
3883;1433243871857807360;positive;believe
3884;1438778978207154177;neutral;believe
3885;955337757043326977;negative;believe
3886;988119188198838273;positive;believe
3887;1445580767090778120;neutral;believe
3888;1456666984435888139;positive;believe
3889;1458955390075510787;neutral;believe
3890;1031295390497140736;neutral;believe
3891;1429402544216760333;positive;deny
3892;1118536392269656067;positive;believe
3893;1034623583576764417;negative;believe
3894;1035516384644661249;neutral;believe
3895;1450222039856336897;negative;believe
3896;1429553210004361216;positive;believe
3897;1459239478615101441;negative;believe
3898;1460565147148292096;negative;deny
3899;1439373705331679236;neutral;believe
3900;1067414699128627203;positive;believe
3901;1431943594974269440;positive;believe
3902;1461692659890675721;neutral;believe
3903;1033360368033300480;negative;believe
3904;1453620859625693191;positive;deny
3905;873554349267537920;negative;believe
3906;953120273909166080;negative;believe
3907;1068412343426707457;negative;believe
3908;1032690205247950848;negative;believe
3909;1425450553551765507;negative;believe
3910;1423637236860469248;neutral;believe
3911;1453715927082536963;neutral;believe
3912;1438950579041153025;neutral;believe
3913;1456659099316211715;positive;believe
3914;1456727957129490433;neutral;believe
3915;1456897903595704322;positive;believe
3916;1457034172317458440;neutral;believe
3917;1424735796205170688;positive;believe
3918;1033883984881754118;negative;deny
3919;989036146846990336;positive;believe
3920;1454935923653705730;neutral;deny
3921;1454441706892500995;negative;deny
3922;981262947086315522;negative;believe
3923;1454166645853806592;neutral;deny
3924;1031407258385571840;negative;believe
3925;989267636214091776;negative;believe
3926;1424872106274312196;neutral;believe
3927;1442367256365658120;negative;believe
3928;952973482631024640;negative;believe
3929;1452861143530102784;positive;believe
3930;870734632802811904;positive;believe
3931;1444315165336408068;neutral;believe
3932;704297888638181376;positive;believe
3933;1459846724583841799;negative;deny
3934;826090930520354816;positive;believe
3935;1430906767467184139;negative;believe
3936;1433939186197753861;negative;deny
3937;1437094797760630788;negative;deny
3938;827427186835550208;negative;believe
3939;1461285146259247108;positive;believe
3940;1067882919874695168;neutral;believe
3941;950978853714849792;negative;believe
3942;1441254827036528642;negative;deny
3943;953078743366430720;positive;believe
3944;1432673739481784320;neutral;believe
3945;1433599986969808897;negative;believe
3946;983440126004072449;negative;believe
3947;1421851403404840966;negative;believe
3948;1029340105310232576;negative;believe
3949;1035238670801010688;neutral;believe
3950;1446778224566931456;positive;believe
3951;981383076961030145;negative;believe
3952;989754669416071169;positive;believe
3953;1118606750188326912;positive;believe
3954;1119552409297215488;negative;believe
3955;907329976097169408;negative;believe
3956;954559147155980288;positive;believe
3957;755538395791626240;negative;believe
3958;1443146641918337028;negative;believe
3959;1446398705775566854;positive;believe
3960;1457444222706110472;neutral;deny
3961;990081251842248704;positive;believe
3962;951901590356742146;positive;believe
3963;1430814351741628416;positive;believe
3964;872566050105290752;positive;believe
3965;1438680512378384393;negative;believe
3966;1068119407363350528;negative;believe
3967;1069410113436438528;positive;believe
3968;831911880092430336;negative;believe
3969;1440793478519164930;negative;deny
3970;951231653585784832;neutral;believe
3971;1459298089290895360;neutral;believe
3972;1425091936499736582;positive;deny
3973;989336739591303169;positive;believe
3974;708042223183642624;positive;believe
3975;1035353935450525696;positive;believe
3976;1422262864841224202;negative;believe
3977;1068314922939904000;positive;believe
3978;1453849053465219073;neutral;believe
3979;1454526885669507073;negative;believe
3980;1425721648951463936;neutral;believe
3981;1456694687817994240;positive;believe
3982;704391048227901440;positive;believe
3983;1069742004681277446;positive;believe
3984;1459163659993698307;neutral;believe
3985;1427676197727608836;negative;believe
3986;1441007533511086084;positive;believe
3987;1119540769025556480;positive;believe
3988;1456708707040075782;neutral;believe
3989;1119579153278230528;negative;believe
3990;907351485435879424;positive;believe
3991;1454480001135427592;negative;believe
3992;689871351847354368;negative;believe
3993;983018437260857345;positive;believe
3994;1493571664797437957;negative;deny
3995;1035432297196085248;negative;believe
3996;1424962677470810113;negative;believe
3997;982144976594219014;negative;believe
3998;1456977493743869957;positive;believe
3999;1067266579887476737;positive;believe
4000;940945608730402816;negative;believe
4001;989182745929768961;positive;believe
4002;1453263742762946569;neutral;believe
4003;1455144503929679874;negative;believe
4004;1069431610376892419;positive;deny
4005;704365714350727168;neutral;believe
4006;626427149616984064;positive;believe
4007;1454125438545145863;neutral;believe
4008;1423648159419490313;neutral;believe
4009;1433516004592734211;negative;believe
4010;1421214100357591043;negative;believe
4011;1424812679286468612;positive;deny
4012;1443269941575106562;negative;deny
4013;824377937201860608;neutral;believe
4014;952495838332268544;positive;believe
4015;1068990157888598026;negative;believe
4016;1456887423330312192;negative;believe
4017;1067349885328994304;neutral;believe
4018;1426695578046504961;negative;believe
4019;1427512355710283805;negative;believe
4020;1424055161480175617;neutral;believe
4021;1118974127141007361;positive;believe
4022;1068627605882990592;negative;believe
4023;559847299342286848;positive;deny
4024;831902160451358720;neutral;believe
4025;1451148260119388162;neutral;believe
4026;1494426948025544718;negative;deny
4027;1427734492320501766;negative;believe
4028;1422648532067000325;neutral;believe
4029;1458542230801584129;negative;deny
4030;1435159109578395651;neutral;believe
4031;1456722953568014337;neutral;believe
4032;1424744094652190721;positive;believe
4033;1033503619356737536;positive;believe
4034;1456846012975226884;negative;believe
4035;1456991153656578051;neutral;believe
4036;1420860052777410569;negative;believe
4037;1430523134873149448;negative;believe
4038;1435561506322608132;negative;deny
4039;1438079413078343680;positive;believe
4040;1476668782986809347;negative;deny
4041;870866564559634432;negative;believe
4042;930222417208778752;negative;believe
4043;1460866932349886470;negative;believe
4044;1425101088122941440;neutral;believe
4045;961276740751515648;neutral;believe
4046;1458426821515567114;negative;believe
4047;1439990033222676489;positive;believe
4048;983298716780998662;neutral;believe
4049;1433272014152818695;neutral;believe
4050;1425234057235947528;neutral;believe
4051;1432057588196257799;negative;believe
4052;1030625179960074241;positive;believe
4053;951931829015207936;negative;believe
4054;1421184997067825160;negative;believe
4055;826629482274394112;neutral;believe
4056;1457735385744822277;positive;deny
4057;791679006986735616;neutral;believe
4058;1424787271023222784;positive;believe
4059;1434843571706683396;neutral;believe
4060;700757430100070400;neutral;believe
4061;603537120305803264;neutral;believe
4062;982637342807810048;negative;believe
4063;1035609975932968960;neutral;believe
4064;1435542591689265156;neutral;believe
4065;986602673087672320;neutral;believe
4066;667023234823553024;positive;believe
4067;1461127863231524867;neutral;believe
4068;981631988846202883;positive;believe
4069;1034678217397788673;positive;believe
4070;1451585023371534338;neutral;deny
4071;912170460929863680;positive;believe
4072;1469022579071533059;negative;deny
4073;1503793324838203396;negative;deny
4074;825028213545897984;positive;believe
4075;1455162270712045570;negative;deny
4076;1456660527665467394;positive;believe
4077;612267379196739584;positive;believe
4078;1433675957882146821;negative;believe
4079;1423560545836453889;negative;believe
4080;1067393528655958016;positive;believe
4081;1449909239707807745;neutral;deny
4082;1421953890988167168;positive;believe
4083;1425034169348919296;negative;believe
4084;1439815765860003848;negative;deny
4085;1034174035289153537;negative;believe
4086;1118837949997752320;negative;believe
4087;577096203265024000;negative;believe
4088;1439542534800175106;neutral;believe
4089;1441357001632612355;negative;believe
4090;1069659995527151617;positive;believe
4091;1455554400601186304;neutral;deny
4092;1421848597595926535;negative;believe
4093;1032902316326879237;positive;believe
4094;1458874281354539010;negative;believe
4095;988643945658728448;neutral;believe
4096;1454009230026067968;neutral;deny
4097;1030178753660497921;neutral;believe
4098;1432385303076028421;negative;believe
4099;986734266338996224;negative;believe
4100;1427705640928043009;negative;believe
4101;983992834826129408;positive;believe
4102;1030248976526667777;positive;believe
4103;954535634550444033;positive;believe
4104;1450545539326619652;neutral;believe
4105;1030144439522611201;positive;believe
4106;1443563688917708804;neutral;believe
4107;1450649787053879298;negative;believe
4108;984644341527277569;positive;believe
4109;981179007877070848;positive;believe
4110;1067423521276596224;positive;believe
4111;955357255590993920;negative;deny
4112;1426091138415566850;negative;believe
4113;1453101287063572481;neutral;believe
4114;1453137070520635392;neutral;believe
4115;800826324990492672;negative;deny
4116;1067857725546291201;negative;believe
4117;871000194090909696;negative;believe
4118;1118562188430647297;positive;believe
4119;946811457110511616;positive;believe
4120;871105302661410816;positive;believe
4121;824971188707422208;positive;believe
4122;1067514476549664768;negative;believe
4123;951304070349783041;positive;believe
4124;1068651572907917312;positive;believe
4125;1441649728207261702;positive;believe
4126;1455953892613701632;negative;believe
4127;1455253970184589313;positive;deny
4128;1453114377285083144;positive;believe
4129;943378049667444736;negative;believe
4130;1029913331296030720;negative;believe
4131;1441484309538516994;negative;believe
4132;1457572409607798784;positive;believe
4133;1455238508382097410;negative;deny
4134;1456012447329013763;negative;deny
4135;1441046470199754762;negative;deny
4136;988864024103346176;negative;deny
4137;829057108842803200;negative;believe
4138;984625681995714560;positive;believe
4139;824621187280076800;positive;believe
4140;990155682514120704;neutral;believe
4141;1427585205108416515;negative;believe
4142;1031917744239726592;positive;believe
4143;1032159674391351296;positive;believe
4144;1442633400796336129;neutral;believe
4145;1459306282117128197;negative;believe
4146;1067391797427691520;positive;believe
4147;1453603429293740034;negative;deny
4148;1438747374038368258;positive;believe
4149;824282597098278912;negative;believe
4150;1443316332083093509;positive;believe
4151;1456900141986631686;positive;believe
4152;1452531347499663367;negative;believe
4153;1427565462502662163;neutral;believe
4154;1119097669928964097;positive;believe
4155;1429634869752172552;neutral;deny
4156;1457397478802673666;positive;believe
4157;1446796603143114757;positive;believe
4158;1034470668543381512;neutral;believe
4159;1434653924913463298;neutral;believe
4160;1031143540552880128;positive;believe
4161;1427486654751719424;neutral;believe
4162;1118841828235784199;positive;believe
4163;951569578924134400;negative;deny
4164;946340993145737216;positive;believe
4165;1445747595360407557;negative;believe
4166;1446831274623184898;negative;believe
4167;1032103854794362881;negative;believe
4168;924117536899088384;positive;believe
4169;1453109142751567873;positive;believe
4170;1069892329878798336;neutral;believe
4171;953837745067130880;neutral;believe
4172;1433489059075219457;negative;believe
4173;1034787020982370304;neutral;believe
4174;1449892061059043328;negative;believe
4175;1459166108863377410;neutral;believe
4176;1460326339429343235;positive;deny
4177;1432621412402057217;negative;believe
4178;988135790600388610;positive;believe
4179;1119326716948877312;positive;believe
4180;1442263398431879172;negative;believe
4181;583660491278397440;neutral;believe
4182;988893956523016193;positive;believe
4183;1453876878683615249;positive;believe
4184;986604088031756289;neutral;believe
4185;1068160206901776386;positive;believe
4186;1499972541586173952;negative;deny
4187;1424653578480795650;positive;believe
4188;824395978551820288;negative;believe
4189;989174277466288133;negative;believe
4190;1442960629346754561;negative;believe
4191;1421681904248496128;neutral;believe
4192;1435119901560213504;neutral;believe
4193;939180237493063680;positive;believe
4194;1439711896190402561;positive;believe
4195;907886220172189696;neutral;believe
4196;1440324113029996556;positive;believe
4197;946771739568230400;positive;believe
4198;946565421259546624;negative;believe
4199;1491606875158171648;negative;deny
4200;1460185044840976388;neutral;believe
4201;1033189241776308231;negative;believe
4202;1461359893869305874;positive;believe
4203;1433485088365350914;positive;believe
4204;981940546762502144;negative;believe
4205;828590058156544000;negative;deny
4206;1485207934841860096;neutral;deny
4207;1456766532269355009;negative;believe
4208;1443258210257879047;negative;deny
4209;1425508262233903110;negative;believe
4210;1425173230806093826;negative;deny
4211;1450975304042876934;positive;believe
4212;1435197059057991681;neutral;believe
4213;1456440060379758593;neutral;believe
4214;1422215890125443072;negative;believe
4215;1446190370401001473;negative;believe
4216;1446533012447903744;neutral;deny
4217;1455586441984192521;negative;deny
4218;1068133185504993280;neutral;believe
4219;983505214022930432;negative;believe
4220;1032782567756390400;negative;believe
4221;1030828432777572352;neutral;believe
4222;985190560511209474;negative;believe
4223;1442535235120353281;negative;believe
4224;825040870655262720;neutral;believe
4225;1454981910183260162;positive;deny
4226;1424742572459708424;negative;believe
4227;1067966329599270912;negative;believe
4228;706553862539247616;positive;believe
4229;1447475603427389448;negative;deny
4230;704169942904496128;positive;believe
4231;604179335583375360;positive;believe
4232;985734432693915648;neutral;believe
4233;1068359703149899776;negative;believe
4234;1428592365120413700;positive;believe
4235;1068817278773411840;neutral;believe
4236;1069690895530889218;positive;believe
4237;947716569877983232;positive;believe
4238;1422543208173772803;neutral;believe
